tweet,topic,sentiment_label,sentiment_score
cobblestones along giro course todayif rain could make falls hope wife enjoying today,6,2,0.72255343
ooh show,0,1,-0.0026993454
searching someone cares,0,1,0.09630902
awww lakers magic yayyyy dwight,0,2,0.8908038
might like wall decals nursery wait paint fully dry,0,1,0.01812774
ones greatest capacity good ones greatest capacity evil,0,1,0.08983517
way karaoke fun hope good night xoxo,0,2,0.96907574
started using itunes thanks wate james,0,2,0.77167916
ahh almost halfnaked badass look nice,0,2,0.9204655
got home work super long day finished couple martinis drinking wine,0,2,0.47731376
ever really loved woman good one,0,2,0.9162749
longg ass night gon na stay home watch movies 2nite,0,1,-0.24279886
bet youre wrong,0,0,-0.5541745
feet back starting hurt wish could walk around track sleepi ng bed,0,0,-0.70406425
go together,0,2,0.54717386
life style dumb quottwilight heartthrob robert pattinson cozies blonde cannes crush kristen stewart thinkquot,0,1,-0.34597278
great day family im going sleep kel,0,2,0.93870175
go ahead,0,1,0.28783998
finished hookah austin brittney kaitlyn watching american pie boy,0,1,0.10118461
thanks love elvis,0,2,0.9562341
particular film,0,1,-0.00033146143
dont jealous nothing special coffee cheap blended,0,1,0.2328444
got beer goggles ready go,0,1,0.3609102
bobby ritz miu miu butter,0,1,0.026285514
hi gino hope u havva good day today,0,2,0.9728176
still watching,0,1,0.25596845
got phone babylooovelt3,0,1,0.35001206
wish u talkin bout,0,1,-0.0403713
saw playradioplay scottie one greatest nights ever love sweets oh casey denicore likes boys,0,2,0.94482636
alchi im absolute rite yay alcoholics woo hoo rio gmb,0,2,0.8577666
definitely new favorite showthank telling watch,0,2,0.98287266
blue one love next time,0,1,0.36818582
finally road txt wake,0,1,0.27205202
ahhhhh remember poem love,0,2,0.7383117
one day im done 7 day work week run may finally get sleep,0,2,0.49427637
lord wouldnt put situation couldnt handle,0,0,-0.8118037
bed matt laptop,0,1,-0.031791642
drinking iced coffee eating fries w big mad sauce,0,1,-0.07702571
im happy got 05ccs liquid gold pumped tonight itll keep flowing hopefully helping get strong,0,2,0.97807145
im plenty fun tonight buddy,0,2,0.9467978
zooyork never mind,0,1,-0.24402857
wouldnt bothering us yeah dont forget give us call,0,1,0.19758601
never turn hot fudge sundae even 1230am heistheebest,0,1,0.039584816
turned twitter back way san antonio riverwalk tonight fiesta texas tomorrow competit,0,1,0.082412936
coolio thank,0,2,0.78037226
hooked restaurant city wish could one reaalllls nyahahaha,0,1,0.33321345
see l8tr,0,1,-0.07004972
love ringing earstwas good night,0,2,0.97963494
one world,0,1,-0.03939782
yay thanks sharing feeling better last night,0,2,0.98147345
set last day clothes showits sure great one,0,2,0.93177444
ill make something ill make card design something,3,1,0.115346566
dropped way past cuppa,0,1,-0.12712839
nice picture hubby,0,2,0.94869053
laying sun waiting,0,1,0.22841293
last one today beautiful person,0,2,0.8855038
got sixs new song,2,1,0.23444828
morning twits happy sunday yall sunny durham,0,2,0.9670386
thought would like email,0,1,0.27139682
hahaha bb k ill go get phone,0,1,0.28936523
updating twitter status told going behave accordingly site,0,1,0.013148259
beautiful dayalmost,0,2,0.9810773
rebecca ignored making desert,0,0,-0.4874552
loving weather morning might go find field take photos,0,2,0.86624515
night roxxxberry loves,0,2,0.83138233
great day,0,2,0.9665673
night take easyyyyy,0,2,0.7740946
fuck yeah lakers way baby,0,0,-0.3850252
unload van go stock tomorrow innishannon thankfully rain weekend,0,1,0.18965459
2 weeks time sat outside coffee garden woooo exciting probaby rain forever,0,2,0.96941257
another lovely day essex looking forward sun,0,2,0.98506355
109 left funny limitation,0,1,0.013666928
phone kaihlaniii,0,1,0.046376087
oooh going shopping x,0,2,0.4949209
listening jack johnson aaah sometimes rainy days feel relaxing,0,2,0.94277495
drank first time 4 months wasnt quite bad remembered going ikea get sweedish furnature eat hotdogs,0,2,0.61295754
wow west coast hey morning person dont mind much,0,2,0.651285
girls wonderful weather netherlands change,0,2,0.8923064
bgt great last night diversity,0,2,0.958532
true need love sometimes think getting love right person x,0,2,0.53045195
english breakfast sun keep remind im holiday breakfast beach,0,1,0.3053293
watched hannah montana,0,1,0.060589913
getting ready day full sunshine fun,0,2,0.94253695
happy pentecost day may power presence holy spirit bless richly today every day jesus name,3,2,0.97989786
kings sight nottingham tonight gon na much fun,0,2,0.90821844
yey weather finally taken turn bettter sun last 4 days damn thats probly jinxed,4,0,-0.42693576
yes indeed,0,2,0.7110511
got get,0,1,-0.011504039
algebra easy lucy,0,1,0.2849017
trying get itunes receipt listening tinpan orange,0,1,0.10221534
depends well pull,0,1,-0.031224377
lt3s daniel merriweathers new album specifically water flamehis song adele,0,1,0.12794152
anyone want blog want linked looking fill blogroll new look,0,1,0.21366736
hi bethy,2,1,0.06700723
definitely need 7up 1ups fruit rollups,0,1,0.23745733
day went 3 locations hillsong church love kidmin ever time rest,0,2,0.7846378
awww thanks added xx,0,2,0.88764125
sketchy things love life,0,2,0.9270373
welll ie got people go town let know gna come dddd,7,1,0.026422206
morning hope got nice coffee go croissants,0,2,0.95665747
wow beth went myspace listened tracks u recorded theyre really good,0,2,0.9813712
im gon na go sun bit meal,0,1,0.11048861
hes cute,0,2,0.9252692
wow whats partnership,0,1,0.32654557
poo time move perhaps back melbourne,0,1,0.07491032
hello misha long time,0,1,0.34752938
woke missed tweetee,0,1,-0.0030703545
heya im fine thanks wuu2 today xxx,0,2,0.9343692
need comments next part trouble im gon na post second part youi comment yall,0,1,-0.045852154
happy birthday lt3,0,2,0.9776341
fine inapropriate dont care,0,0,-0.6823538
playing shit loads tf2,0,0,-0.8325673
ok im going,0,1,0.25888643
good morning slept nice n woke peaceful n painless 4,0,2,0.96347874
james house,0,1,0.042448007
might sound little cheesy truth im definitely gon na see movie cuz wan na experience,0,2,0.5359626
hey whats got nap dinner,0,1,0.06601156
entroncamento know whos comming blasted mechanism rita guerra joao pedro pais8d u ok,0,1,-0.036766138
hey romy french oo,0,1,-0.02713281
thanks like swing,0,1,0.16377783
hello beautiful dont forget untouched itunes,0,2,0.9364237
enjoy beautiful day ricki sunny,0,2,0.9841461
time lunch,0,1,0.11957815
quotit made high joy around quot,0,2,0.91165394
happy note weddings awesome im gon na make sure wedding open bar,0,2,0.971078
thats absolutely amazingyoure dark horsea lady many talentsexcellent,0,2,0.98525107
morning hun wow ur awake early xxx,0,2,0.93591946
back slept like rock yay going sisters bday party today going double yay,0,2,0.87194043
new glasses,0,1,0.11015815
thank much lovely catch,0,2,0.9549324
comeon didnt u think little silly parachuted helicopter alot twists turns,1,0,-0.4637765
19 days till aaahhhhhhso excitedddd,0,2,0.9873159
sushi tei mum grace charles hahaha,0,1,0.3425419
band around battle bands rock contest love,0,2,0.6413504
three cheers harry potter,0,2,0.90656924
secret weapon making fun silly way make smile cheery,0,2,0.920881
monday im going shop shop shop shop till drop thankyou gss,0,2,0.75838554
went food shopping morning going bbq later total clear blue sky pleased,0,2,0.879251
guy called balusc pissed sun forums,0,0,-0.558077
enjoying tall cool glass pineapple mint lime juice virgin mojito katanya,0,2,0.9609368
hahahahaha oms made laugh lot xx,0,2,0.90003306
wheres c bzzzzz bzzzzz bzzzzzz,0,1,-0.008734785
joking know still followed lost,0,1,-0.29361293
go relax sun,0,1,0.34546345
chilling sun joined twitter,0,1,0.19567204
finally bedroom tidy ocd come handy,0,2,0.81118244
im actually sticking diet impress,0,2,0.67003876
1 kaskade 4am adam k soha remix 2 dakota johnny fox 3 mrpit vs aampb shana cant sleep 3 tracks dropped motion,0,1,-0.0905456
thats cool,0,2,0.94480824
jumpin trampoline,0,1,0.042725563
vote 130 times win sure loove youuu keep smiling dont nervous tonight,0,2,0.97254467
hey nic fun indonesia bet youll unforgettable time traffic kinda nuts see 4 days,0,2,0.48071453
cant get weather im loving,6,2,0.7703108
really dnt care cause cavs aint team didnt want orlando win,0,0,-0.5304081
reaallly im chapter 43 dont ruin,0,1,-0.028840855
yay long mines three pages xp,0,2,0.7158168
exhausted much week prom last night fun,0,2,0.78356427
star trek amazing film nandos waiting food,0,2,0.9337033
good thursdayi miss sunday tho,0,2,0.7645806
dont let anything anyone stop accomplishing dreams,0,1,0.12269299
woke afternoon nap feeling miserable read article choosing emotions choosing beliefs chose joy,0,0,-0.78280884
well said,0,1,0.26770133
hanging mama im making funny face cuz mouth full apple,0,1,-0.12692395
yoko miss,0,1,-0.11396101
yeah think thats impossibly good deal,0,2,0.76983565
anything favourite brother,0,2,0.59046865
except us study weather warm sunny studywel thats excuse,0,1,-0.011906669
see twitter background,0,1,-0.031744868
yeah pink love u cat love work meoooooooow,0,2,0.95208967
demi lovatos song back around amazing,0,2,0.9617822
apparently neighbors friends place actually 38thgreenway,2,1,-0.09876011
messed timing missed bea friday distance looked like good traffic,0,1,0.0016677082
bbq went well pineapple perfect kat added lime everything nothing world,0,2,0.90739745
idea yeah love jobros bye must go l,0,2,0.82380944
cause yall might hear snoring cant seem stay awake thanks though besidesill podcast,0,1,-0.1649521
havin good old jiggle groovy music,2,2,0.8376014
wow youre fast enjoy lunch,0,2,0.9804174
im envious web events get attend ny absolutely nothing like halifax,0,1,-0.295862
exactly kiss awesome team edward alllll way,0,2,0.97535723
doggie looks like bailey,0,1,0.08115073
hey thanks seems pity eat sounds fairly nutritious,0,2,0.8374125
emily confused food love,0,1,0.31645614
beautiful day outside listening birds quottwitteringquot sunshine,0,2,0.9731008
well didnt try used biketoday friends new r15 ecr bike skided mud got change side doom slate,4,1,-0.21055007
kids 7 2,0,1,0.034006573
thank u well wishes regards day beach great time got several shades darker,0,2,0.9575048
one donut snack 4 meal wonder north americans pudgy,0,1,0.16142508
going cinema karlijn stephanie 17,0,1,0.05519475
saturday night,0,1,0.10970912
outski dunno im today call,0,1,-0.16185021
come england nap hows pregnancy goin x,0,1,0.09074941
bouncing trampoline,0,1,0.103436545
goin boys boat gon na breakfast leschi,0,1,0.05303818
new shoes thanks lizzie,2,2,0.76494694
yup tickets,0,1,0.16938227
good morning,0,2,0.76207113
loved cover,0,2,0.942304
resting rocking space jam atomic babies udachi us,0,2,0.53194964
thanks da house,0,1,0.041465975
beast yall betta follow b4 yall hear stuff radiou best homie,0,2,0.4917155
going movies gymnastics teamates,0,1,0.04005813
yayy u laughed put pictures myspace dnt u friend,0,1,0.3334842
ummm okay well whatever cant sing well katy perry sings better mayne,0,1,-0.32223284
watching harry potter goblet fire,0,1,0.35293365
sleep today took sleeping pill last night thought deserved one back n forth kitchen today,0,1,0.11677923
ok going get showeri need wake last nights excursions back soon,0,1,0.09652698
new little house silly dont worry youll get sleep love,0,2,0.7546836
eventually got phone working labelled faerx,0,2,0.5709936
youre gon na love,0,1,0.2506334
might want check dolphin hotel pool beach refreshing order lunch poolside,0,1,0.18692504
holla irish flag good luck ladies,0,2,0.808049
great day family,0,2,0.97378045
work yet done till 7 lunch time least,0,1,0.04133512
congrads guys deserve win,0,2,0.861362
happy recording video 22 defo second fave album,0,2,0.86248964
email following u send direct msg get,0,1,0.008022867
phenomenal chorizo chimichanga quotbreakfastquot,0,1,0.09108843
hella hot outside gon na get pool,0,1,0.21632203
24 hours homeowner,0,1,-0.05913332
beautiful day,0,2,0.9813577
drinking age spain 14 fine,0,1,0.3695214
right love xx,0,2,0.80807304
yup imagine things get better,0,2,0.9138224
r u accepting applications,0,1,0.036097933
napped hard slept top keys magoffin,0,1,-0.14399378
beep beep,0,1,0.2332136
omg feels good take damn girdle skinny bitches dont know nothing kind pain lucky,0,2,0.40347758
ecktown city fireworks niice watching dvds good night,0,2,0.8497463
dm meee pleaseee,0,1,0.41471198
bat nightdress,0,1,0.06332399
poor thing use bronzer still look great,0,2,0.7330535
l great time rowing avon bath learnt row cooking dinner watch house feel knackered,0,2,0.94154555
watched movie quotaustraliaquot agoits good movienicole wicked good,0,2,0.9482023
amandas grandmas birffday party rockin guitar guitar hero guitar,0,1,0.3111172
wow sun almost beatiful lt3,0,2,0.9638174
im gon na check online tmrw,0,1,0.007203378
day im home im studyingsoo fuckin boringbut tomorrow fungo bed good night everyone ttyl x0x0,0,2,0.07236862
kk cuteeeh,0,2,0.8850947
hey superman woooo ill help souljaboytellem live gt,0,2,0.61439234
hi scott im reading book good ill start making affirmations box tomorrow thanks,2,2,0.9291385
doesnt know thinks paramore come newcastle soon,0,1,-0.061634094
said something,0,1,-0.17682627
thanks follow um,0,1,0.4013375
today soon,0,1,0.10188907
bright confident woman kelsey fine,0,2,0.85407835
pleasure great site use lot iphone ringtones,0,2,0.97106224
got work sun today gas good day,0,2,0.9490827
ji im sure enlighten,0,1,0.20580529
aha love sunshine covers everything beautiful golden feeling,0,2,0.98649377
awesome 5 got macbook last year graduation,0,2,0.87303215
oh youve watched 3 already awesome,0,2,0.9670263
fun baby showeri procrastinated long enough time write paper maybe,0,1,0.09948151
0h yeah new moon poster great,0,2,0.973477
hanging whitney drinking margaritas getting ready grill,0,1,0.07975039
see sun peeking already hoping week lot brighter,0,2,0.94731617
heyy vic miss girl,0,1,-0.015750885
u nasty boy lmfao,0,0,-0.6623212
thanks couple wee bits much swapped woody allen reconstructed joan arc ladybird book though,0,1,0.1896537
keep hard work,0,2,0.51331574
ahhhhhhh hopefully mine eventually pop good know,0,2,0.9075892
aches working outoff brothers raph swim doggie swimming pool got,0,1,0.083452016
welcome back hon,0,2,0.8671914
day going good hott outside love summer weather,0,2,0.98534304
got bb bac function,0,1,0.04384982
congrats graduation karl love guys,0,2,0.9848964
well get used love love,0,2,0.7166368
u def hottest wwe superstar,0,2,0.64901423
got homeeeee whaaaatsss goodddd,0,2,0.9699717
talking another friend listen coldplay,3,1,0.17113481
im kinda sleepy might go read sleep,0,1,-0.3441871
done played really well shot 75 going get lunch,0,2,0.9165417
